match_key,career_match_index,career_stage,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,match_no,total_matches_that_day,total_sets_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_num,opponent,opponent_slug,season_opponent_num,is_repeat_opponent,deaf_school,match_type,event_name,milestone_flag,result,set_scores,set_count,set_result,set_diff,location,comeback_win,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,did_play,played_all_sets,stats_available,season_highs_flags,career_highs_flags,record_breaker_flag,deciding_set_win,deciding_set_loss,low_error_game,win_streak,loss_streak,was_set_swept,swept_opponent,deciding_set_played,sets_played,kills,kills_per_set,kill_pct,kill_attempts,kill_errors,hit_pct,assists,assists_per_set,ball_handling_attempts,ball_handling_errors,solo_blocks,assisted_blocks,total_blocks,blocks_per_set,block_errors,digs,dig_errors,digs_per_set,receiving,receiving_errors,receiving_per_set,aces,aces_per_set,ace_pct,serve_attempts,serve_errors,serve_pct,points,maxpreps
SO_10-25_BURKE_1,66,mid,SO,33,2017-10-25,Wednesday,9,2,1,1,3,False,,,1,Burke,BURKE,2,True,False,playoff,PVAC Tournament Semifinals,,W,"25-14,25-17,25-19",3,3-0,3,home,False,75,50,0.2,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,3,10.0,3.3,33.3,30.0,7.0,0.1,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,16.0,2.0,5.3,5.0,1.7,31.3,16,1,93.8,0,https://www.maxpreps.com/games/10-25-2017/volleyball-17/burke-vs-model-secondary-school-for-the-deaf.htm?c=t8WQCuybzE2a7UwSAoYrzQ#tab=box-score&schoolid=
SO_10-30_WIS_1,67,mid,SO,34,2017-10-30,Monday,9,5,1,1,5,False,,,1,Washington International,WIS,2,True,False,championship,PVAC Tournament Championship,,L,"15-25,25-22,18-25,27-25,5-15",5,2-3,-1,neutral,False,90,112,-0.109,False,False,True,True,True,receiving,receiving,True,False,False,False,0,1,False,False,True,5,12.0,2.4,21.1,57.0,21.0,-0.158,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,36.0,6.0,7.2,4.0,0.8,36.4,11,2,81.8,0,https://www.maxpreps.com/games/10-30-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=2xDX85iRNUeMz7kyjsoDdg#tab=box-score&schoolid=
SO_11-07_BELL_1,,,SO,35,2017-11-07,Tuesday,11,8,1,1,4,False,,,1,Bell,BELL,2,True,False,injured,DCSAA State Tournament First Round,,W,"25-22,17-25,25-23,25-11",4,3-1,2,away,False,92,81,0.064,False,False,False,False,True,,,False,False,False,False,1,0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maxpreps.com/games/11-07-2017/volleyball-17/bell-vs-model-secondary-school-for-the-deaf.htm?c=DCmDMylQvk6uHxM8pPAJRA#tab=box-score&schoolid=
SO_11-08_WILSON_1,,,SO,36,2017-11-08,Wednesday,11,1,1,1,3,False,,,1,Woodrow Wilson,WILSON,2,True,False,injured,DCSAA State Tournament Quarterfinals,last SO match,L,"10-25,8-25,10-25",3,0-3,-3,away,False,28,75,-0.456,False,False,False,False,True,,,False,False,False,False,0,1,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maxpreps.com/games/11-08-2017/volleyball-17/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=q7lwwGAjd0KkLuhmfcTsHA#tab=box-score&schoolid=
JR_08-30_SAA_1,68,mid,JR,1,2018-08-30,Thursday,1,295,1,1,4,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,conference,,first JR match,W,"19-25,25-9,25-14,25-21",4,3-1,2,away,True,94,69,0.153,False,False,True,True,False,,,False,False,False,True,1,0,False,False,False,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/08-30-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=Trv2Kp4x9EKdJq0e1oDbzw
JR_09-01_PALLOTTI_1,69,mid,JR,2,2018-09-01,Saturday,1,2,1,3,7,True,True,False,1,Pallotti,PALLOTTI,1,False,False,regular,,,W,"25-21,25-18",2,2-0,2,home,False,50,39,0.124,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-01-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-pallotti.htm?c=EgDQMP6Z5UKxE5FvP-M4Dw
JR_09-01_CGC_2,70,mid,JR,3,2018-09-01,Saturday,1,0,2,3,7,True,False,False,1,Clinton Grace Christian,CGC,1,False,False,regular,,,W,,3,2-1,1,home,False,0,0,,False,False,True,True,False,,,False,False,False,True,3,0,False,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-01-2018/volleyball-18/clinton-grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=_-Hn1q-o5Uq0RqFsMu-itw
JR_09-01_SETON_3,71,mid,JR,4,2018-09-01,Saturday,1,0,3,3,7,True,False,True,1,Seton School,SETON,1,False,False,regular,,,L,"12-25,14-25",2,0-2,-2,home,False,26,50,-0.316,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-01-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-seton.htm?c=atGCfmP2hUy1VbvrAWtceA
JR_09-03_CL_1,72,mid,JR,5,2018-09-03,Monday,1,2,1,1,3,False,,,1,Covenant Life,CL,1,False,False,regular,,,L,"12-25,17-25,8-25",3,0-3,-3,away,False,37,75,-0.339,False,False,True,True,False,,,False,False,False,True,0,2,True,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-03-2018/volleyball-18/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=CZtNPXZpiUmrFVsoIHCv6Q
JR_09-05_BURKE_1,73,mid,JR,6,2018-09-05,Wednesday,1,2,1,1,3,False,,,1,Burke,BURKE,1,False,False,conference,,,W,"25-9,25-16,25-11",3,3-0,3,away,False,75,36,0.351,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-05-2018/volleyball-18/burke-vs-model-secondary-school-for-the-deaf.htm?c=1Cm9G6Pz20emjhgVSKRqkg
JR_09-08_GC_1,76,mid,JR,7,2018-09-08,Saturday,2,3,1,3,6,True,True,False,1,Grace Christian,GC,1,False,False,regular,Fredericksburg Invitational 2018,,W,"25-23,25-21",2,2-0,2,neutral,False,50,44,0.064,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-08-2018/volleyball-18/grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=zy-nprt3g0m9hLnq5y_YhA
JR_09-08_SB_2,74,mid,JR,8,2018-09-08,Saturday,2,0,2,3,6,True,False,False,1,StoneBridge,SB,1,False,False,regular,Fredericksburg Invitational 2018,,L,"10-25,22-25",2,0-2,-2,neutral,False,32,50,-0.22,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-08-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-stonebridge.htm?c=L9xD3wiE50GbYdoCDbVLxg
JR_09-08_FCHS_3,75,mid,JR,9,2018-09-08,Saturday,2,0,3,3,6,True,False,True,1,Fredericksburg Christian,FCHS,1,False,False,regular,Fredericksburg Invitational 2018,,L,"12-25,16-25",2,0-2,-2,neutral,False,28,50,-0.282,False,False,True,True,False,,,False,False,False,True,0,2,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/9-8-2018/volleyball-18/fredericksburg-christian-vs-model-secondary-school-for-the-deaf.htm?c=2-vXWUZlM0iZyaZnCRkk7A#tab=box-score&schoolid=
JR_09-11_RB_1,77,mid,JR,10,2018-09-11,Tuesday,2,3,1,1,3,False,,,1,Riverdale Baptist,RB,1,False,False,regular,,,L,"11-25,15-25,25-27",3,0-3,-3,away,False,51,77,-0.203,False,False,True,True,False,,,False,False,False,True,0,3,True,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=3O-Bxg3_UkStKV_mObir_A
JR_09-13_SSFS_1,78,mid,JR,11,2018-09-13,Thursday,3,2,1,1,3,False,,,1,Sandy Spring Friends,SSFS,1,False,False,conference,,,W,"25-13,25-11,25-14",3,3-0,3,away,False,75,38,0.327,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-13-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sandy-spring-friends.htm?c=0FXoP1T_pkukrAqKPjs5HQ
JR_09-15_SWW_1,79,mid,JR,12,2018-09-15,Saturday,3,2,1,1,3,False,,,1,School Without Walls,SWW,1,False,False,regular,,,W,,3,3-0,3,home,False,0,0,,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-15-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=rQqfNw5pxECNGfKfVVq5Xg
JR_09-18_WCA_1,80,mid,JR,13,2018-09-18,Tuesday,3,3,1,1,3,False,,,1,Washington Christian Academy,WCA,1,False,False,conference,,,W,"25-6,25-15,25-17",3,3-0,3,home,False,75,38,0.327,False,False,True,True,False,,,False,False,False,True,3,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-18-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=txnlzEGwrkWFBM3aMOgOGQ
JR_09-20_BIHS_1,81,mid,JR,14,2018-09-20,Thursday,4,2,1,1,3,False,,,1,Bishop Ireton,BIHS,1,False,False,regular,,,L,"13-25,15-25,25-27",3,0-3,-3,away,False,53,77,-0.185,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-20-2018/volleyball-18/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=LdyBEaaPEEyQrcStdGDcTQ#tab=box-score&schoolid=
JR_09-22_RB_1,82,mid,JR,15,2018-09-22,Saturday,4,2,1,6,14,True,True,False,1,Riverdale Baptist,RB,2,True,False,regular,Model Invitational 2018,,W,"25-15,25-21",2,2-0,2,home,False,50,36,0.163,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=L4mANmlkLk6CzD58AWzeLQ#tab=matchup&schoolid=
JR_09-22_BULLIS_2,83,mid,JR,16,2018-09-22,Saturday,4,0,2,6,14,True,False,False,1,Bullis,BULLIS,1,False,False,regular,Model Invitational 2018,,W,"25-13,25-19",2,2-0,2,home,False,50,32,0.22,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/bullis-vs-model-secondary-school-for-the-deaf.htm?c=3SD-UNh5mEOX8YOLnarH9A#tab=matchup&schoolid=
JR_09-22_SWW_3,84,mid,JR,17,2018-09-22,Saturday,4,0,3,6,14,True,False,False,1,School Without Walls,SWW,2,True,False,regular,Model Invitational 2018,,W,"25-11,21-25,15-8",3,2-1,1,home,False,61,44,0.162,False,False,True,True,False,,,False,False,False,True,3,0,False,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-school-without-walls.htm?c=lqOwny0Zw0a-06rgbao-Sw#tab=matchup&schoolid=
JR_09-22_MCLEAN_4,85,mid,JR,18,2018-09-22,Saturday,4,0,4,6,14,True,False,False,1,McLean,MCLEAN,1,False,False,regular,Model Invitational 2018,,W,"25-8,25-14",2,2-0,2,home,False,50,22,0.389,False,False,True,True,False,,,False,False,False,True,4,0,False,True,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/mclean-vs-model-secondary-school-for-the-deaf.htm?c=vbfUz_4fdkasJDsEZa5Aew#tab=matchup&schoolid=
JR_09-22_SIDWELL_5,86,mid,JR,19,2018-09-22,Saturday,4,0,5,6,14,True,False,False,1,Sidwell Friends,SIDWELL,1,False,False,regular,Model Invitational 2018,,L,"9-25,14-25",2,0-2,-2,home,False,23,50,-0.37,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=V8E-v5TQb0-5SYbGZuxjag#tab=box-score&schoolid=
JR_09-22_MACA_6,87,mid,JR,20,2018-09-22,Saturday,4,0,6,6,14,True,False,True,1,Mount Airy Christian Academy,MACA,1,False,False,regular,Model Invitational 2018,,W,"14-25,25-19,15-8",3,2-1,1,home,True,54,52,0.019,False,False,True,True,False,,,False,False,False,True,1,0,False,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-22-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-mount-airy-christian-academy.htm?c=hU2aP2JC3E-i79LQGtxKMw#tab=box-score&schoolid=
JR_09-27_BOHS_1,88,mid,JR,21,2018-09-27,Thursday,5,5,1,1,3,False,,,1,Bishop O'Connell,BOHS,1,False,False,injured,,,L,"10-25,7-25,3-25",3,0-3,-3,home,False,20,75,-0.579,False,False,True,False,False,,,False,False,False,True,0,1,True,False,False,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/09-27-2018/volleyball-18/bishop-oconnell-vs-model-secondary-school-for-the-deaf.htm?c=AWUtist-nUCY1vJIbDNbdQ#tab=box-score&schoolid=
JR_10-02_CGC_1,89,mid,JR,22,2018-10-02,Tuesday,5,5,1,1,3,False,,,1,Clinton Grace Christian,CGC,2,True,False,conference,,,W,"25-17,25-13,25-10",3,3-0,3,home,False,75,40,0.304,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-02-2018/volleyball-18/clinton-grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=zs58NEQ3CEWFAWLCnEqX7A
JR_10-03_SJDS_1,90,mid,JR,23,2018-10-03,Wednesday,5,1,1,1,3,False,,,1,Smith Jewish Day School,SJDS,1,False,False,regular,,,W,"25-16,25-13,25-23",3,3-0,3,away,False,75,52,0.181,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-03-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=lEmjdylP3kasneLg6tCs-A#tab=matchup&schoolid=
JR_10-05_CSDF_1,93,mid,JR,24,2018-10-05,Friday,6,2,1,4,9,True,True,False,1,California School for the Deaf,CSDF,1,False,True,regular,SpikeOut 2018 @ Model,,L,"17-25,11-25",2,0-2,-2,home,False,28,50,-0.282,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=uTfrWXjXC0ab2OnZko5ZWQ#tab=box-score&schoolid=
JR_10-05_CSDR_2,94,mid,JR,25,2018-10-05,Friday,6,0,2,4,9,True,False,False,1,California School for the Deaf-Riverside,CSDR,1,False,True,regular,SpikeOut 2018 @ Model,,L,"19-25,19-25",2,0-2,-2,home,False,38,50,-0.136,False,False,True,True,False,,,False,False,False,True,0,2,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-05-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=KhNLA8DP6UqZWJwhQMZBqA#tab=box-score&schoolid=
JR_10-05_TSD_3,91,mid,JR,26,2018-10-05,Friday,6,0,3,4,9,True,False,False,1,Texas School for the Deaf,TSD,1,False,True,regular,SpikeOut 2018 @ Model,,L,"10-25,13-25",2,0-2,-2,home,False,23,50,-0.37,False,False,True,True,False,,,False,False,False,True,0,3,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-05-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=npmD644d_kyYdOwKEBpoPw#tab=box-score&schoolid=
JR_10-05_MSD_4,92,mid,JR,27,2018-10-05,Friday,6,0,4,4,9,True,False,True,1,Maryland School for the Deaf,MSD,1,False,True,regular,SpikeOut 2018 @ Model,,L,"25-20,15-25,13-15",3,1-2,-1,home,False,53,60,-0.062,False,True,True,True,False,,,False,False,True,True,0,4,False,False,True,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-05-2018/volleyball-18/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=c08RkMwexU2tiK_VWEirJA#tab=matchup&schoolid=
JR_10-06_ISD_1,95,mid,JR,28,2018-10-06,Saturday,6,1,1,3,6,True,True,False,1,Indiana School for the Deaf,ISD,1,False,True,regular,SpikeOut 2018 @ Model,,L,"17-25,19-25",2,0-2,-2,home,False,36,50,-0.163,False,False,True,True,False,,,False,False,False,True,0,5,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-06-2018/volleyball-18/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=8WC7da7pHk2qQTi6pqm3IA#tab=box-score&schoolid=
JR_10-06_CSDF_2,96,mid,JR,29,2018-10-06,Saturday,6,0,2,3,6,True,False,False,1,California School for the Deaf,CSDF,2,True,True,regular,SpikeOut 2018 @ Model,,L,"9-25,16-25",2,0-2,-2,home,False,25,50,-0.333,False,False,True,True,False,,,False,False,False,True,0,6,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=cYqwpxb6d0OyGwpqiIBi0A#tab=box-score&schoolid=
JR_10-06_CSDR_3,97,mid,JR,30,2018-10-06,Saturday,6,0,3,3,6,True,False,True,1,California School for the Deaf-Riverside,CSDR,2,True,True,regular,SpikeOut 2018 @ Model,,L,"14-25,10-25",2,0-2,-2,home,False,24,50,-0.351,False,False,True,True,False,,,False,False,False,True,0,7,True,False,False,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-06-2018/volleyball-18/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=1pCfPJh37UyyWr-jRRAbDQ#tab=box-score&schoolid=
JR_10-09_RB_1,98,mid,JR,31,2018-10-09,Tuesday,6,3,1,1,3,False,,,1,Riverdale Baptist,RB,3,True,False,regular,,,L,"15-25,19-25,10-25",3,0-3,-3,home,False,44,75,-0.261,False,False,True,True,False,,,False,False,False,True,0,8,True,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-09-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-riverdale-baptist.htm?c=PJGyWueVVUimgHq4hG3jbg#tab=box-score&schoolid=
JR_10-10_OAKCREST_1,99,mid,JR,32,2018-10-10,Wednesday,6,1,1,1,3,False,,,1,Oakcrest,OAKCREST,1,False,False,regular,,,W,"25-18,25-16,25-18",3,3-0,3,away,False,75,52,0.181,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-10-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-oakcrest.htm?c=hkGHXMiQwkCN_TmLP32IVw#tab=matchup&schoolid=
JR_10-11_WIS_1,100,mid,JR,33,2018-10-11,Thursday,7,1,1,1,3,False,,,1,Washington International,WIS,1,False,False,conference,,,L,"8-25,12-25,21-25",3,0-3,-3,home,False,41,75,-0.293,False,False,True,True,False,,,False,False,False,True,0,1,True,False,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-11-2018/volleyball-18/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=rM4IVytEz0ygFaEhEQ9CVQ
JR_10-16_BHA_1,101,mid,JR,34,2018-10-16,Tuesday,7,5,1,1,3,False,,,1,Berman Hebrew Academy,BHA,1,False,False,regular,,,W,"25-8,25-13,25-9",3,3-0,3,away,False,75,30,0.429,False,False,True,True,False,,,False,False,False,True,1,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-16-2018/volleyball-18/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=0ZG7rpPS9kidPsxOCv2JFw#tab=matchup&schoolid=
JR_10-18_FIELD_1,102,mid,JR,35,2018-10-18,Thursday,8,2,1,1,3,False,,,1,Field,FIELD,1,False,False,conference,,,W,"25-13,25-13,25-22",3,3-0,3,away,False,75,48,0.22,False,False,True,True,False,,,False,False,False,True,2,0,False,True,False,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-18-2018/volleyball-18/field-vs-model-secondary-school-for-the-deaf.htm?c=9Y2TSXKnlUOH7p5xzj83Kw#tab=matchup&schoolid=
