match_key,career_match_index,career_stage,season,season_match_number,date,day_of_week,week_of_season,days_since_last_match,match_no,total_matches_that_day,total_sets_that_day,multi_game_day,first_match_of_day,last_match_of_day,same_day_opponent_num,opponent,opponent_slug,season_opponent_num,is_repeat_opponent,deaf_school,match_type,event_name,milestone_flag,result,set_scores,set_count,set_result,set_diff,location,comeback_win,total_points_for,total_points_against,margin_pct,high_margin_win,low_margin_loss,did_play,played_all_sets,stats_available,season_highs_flags,career_highs_flags,record_breaker_flag,deciding_set_win,deciding_set_loss,low_error_game,win_streak,loss_streak,was_set_swept,swept_opponent,deciding_set_played,sets_played,kills,kills_per_set,kill_pct,kill_attempts,kill_errors,hit_pct,assists,assists_per_set,ball_handling_attempts,ball_handling_errors,solo_blocks,assisted_blocks,total_blocks,blocks_per_set,block_errors,digs,dig_errors,digs_per_set,receiving,receiving_errors,receiving_per_set,aces,aces_per_set,ace_pct,serve_attempts,serve_errors,serve_pct,points,maxpreps
FR_10-26_KAA_1,29,early,FR,31,2016-10-26,Wednesday,8,2,1,1,3,False,,,1,King Abdullah Academy,KAA,1,False,False,regular,,,L,"21-25,17-25,17-25",3,0-3,-3,away,False,55,75,-0.154,False,False,True,True,True,,,False,False,False,False,0,3,True,False,False,3,1.0,0.3,20.0,5.0,3.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,10.0,3.0,3.3,0.0,0.0,0.0,0,0,0.0,0,https://www.maxpreps.com/games/10-26-2016/volleyball-16/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=-tOrhWspCEeA5i44Oqpqsg#tab=box-score&schoolid=
FR_10-27_GTD_1,30,early,FR,32,2016-10-27,Thursday,9,1,1,1,3,False,,,1,Georgetown Day,GTD,1,False,False,regular,,,L,"23-25,18-25,20-25",3,0-3,-3,away,False,61,75,-0.103,False,False,True,True,True,,,False,False,False,False,0,4,True,False,False,3,3.0,1.0,12.5,24.0,2.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,5.7,16.0,3.0,5.3,0.0,0.0,0.0,7,1,85.7,0,https://www.maxpreps.com/games/10-27-2016/volleyball-16/georgetown-day-vs-model-secondary-school-for-the-deaf.htm?c=R3MWzYqaokauTCV50skhGg#tab=box-score&schoolid=
FR_11-08_PARKSIDE_1,31,early,FR,33,2016-11-08,Tuesday,10,12,1,1,3,False,,,1,Parkside,PARKSIDE,1,False,False,playoff,,,W,"25-10,25-13,25-7",3,3-0,3,home,False,75,30,0.429,False,False,True,True,True,aces,,False,False,False,False,1,0,False,True,False,3,10.0,3.3,47.6,21.0,3.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,6.0,0.0,2.0,11.0,3.7,57.9,19,0,100.0,0,https://www.maxpreps.com/games/11-08-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-parkside.htm?c=mx6fmINk5EK6YawEoc4h1A#tab=box-score&schoolid=
FR_11-09_WILSON_1,32,early,FR,34,2016-11-09,Wednesday,10,1,1,1,3,False,,,1,Woodrow Wilson,WILSON,2,True,False,playoff,DCSAA State Tournament Quarterfinals,,W,"25-21,25-17,25-15",3,3-0,3,away,False,75,53,0.172,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,3,4.0,1.3,40.0,10.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,12.0,3.0,4.0,4.0,1.3,20.0,20,0,100.0,0,https://www.maxpreps.com/games/11-09-2016/volleyball-16/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=RTKAoLMPCk63gR0nYK7KEw#tab=box-score&schoolid=
FR_11-10_MARET_1,33,early,FR,35,2016-11-10,Thursday,11,1,1,1,3,False,,,1,Maret,MARET,1,False,False,playoff,DCSAA State Tournament Semifinals,,W,"25-23,25-17,25-23",3,3-0,3,home,False,75,63,0.087,False,False,True,True,True,assists,,False,False,False,False,3,0,False,True,False,3,6.0,2.0,31.6,19.0,2.0,0.211,2.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,14.0,4.0,4.7,1.0,0.3,9.1,11,1,90.9,0,https://www.maxpreps.com/games/11-10-2016/volleyball-16/maret-vs-model-secondary-school-for-the-deaf.htm?c=96mssrBQ20WDyAp_g56jLg#tab=box-score&schoolid=
FR_11-11_SJ_1,34,early,FR,36,2016-11-11,Friday,11,1,1,1,3,False,,,1,St. John's,SJ,1,False,False,championship,DCSAA State Tournament Championship,last FR match,L,"12-25,13-25,15-25",3,0-3,-3,neutral,False,40,75,-0.304,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,3,4.0,1.3,23.5,17.0,1.0,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,4.3,17.0,2.0,5.7,0.0,0.0,0.0,4,0,100.0,0,https://www.maxpreps.com/games/11-11-2016/volleyball-16/model-secondary-school-for-the-deaf-vs-st-johns.htm?c=poFrFJ7iK0eyg9kZPUOQaw#tab=box-score&schoolid=
SO_08-29_SAA_1,35,early,SO,1,2017-08-29,Tuesday,1,291,1,1,3,False,,,1,Spencerville Adventist Academy,SAA,1,False,False,regular,,first SO match,W,"25-18,25-5,25-12",3,3-0,3,home,False,75,35,0.364,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,4.0,1.3,33.3,12.0,3.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,7.0,0.0,2.3,11.0,3.7,35.5,31,2,93.5,0,https://www.maxpreps.com/games/08-29-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-spencerville-adventist-academy.htm?c=EysMl__wXEWyKfHgNVfpEQ#tab=box-score&schoolid=
SO_09-05_MARET_1,36,early,SO,2,2017-09-05,Tuesday,2,7,1,1,3,False,,,1,Maret,MARET,1,False,False,regular,,,L,"19-25,14-25,18-25",3,0-3,-3,away,False,51,75,-0.19,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,3,1.0,0.3,4.2,24.0,2.0,-0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.3,20.0,3.0,6.7,2.0,0.7,28.6,7,3,57.1,0,https://www.maxpreps.com/games/09-05-2017/volleyball-17/maret-vs-model-secondary-school-for-the-deaf.htm?c=cnUwxUF910qvo_byQLATdQ#tab=box-score&schoolid=
SO_09-07_BW_1,37,early,SO,3,2017-09-07,Thursday,2,2,1,1,3,False,,,1,Brookewood,BW,1,False,False,regular,,,W,"25-8,25-16,25-6",3,3-0,3,home,False,75,30,0.429,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,3.0,1.0,50.0,6.0,2.0,0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.7,9.0,0.0,3.0,1.0,0.3,33.3,3,1,66.7,0,https://www.maxpreps.com/games/09-07-2017/volleyball-17/brookewood-vs-model-secondary-school-for-the-deaf.htm?c=6TewSwa2p0eGwUFJqfNdbA#tab=box-score&schoolid=
SO_09-09_AASD_1,38,early,SO,4,2017-09-09,Saturday,2,2,1,2,6,True,True,False,1,Atlanta Area School for the Deaf,AASD,1,False,True,regular,,,W,"25-6,25-10,25-9",3,3-0,3,neutral,False,75,25,0.5,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,3,9.0,3.0,64.3,14.0,1.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,2.3,7.0,2.3,63.6,11,2,81.8,0,https://www.maxpreps.com/games/09-09-2017/volleyball-17/atlanta-area-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=NGJtcTostUS-zUwoR-XM_g#tab=box-score&schoolid=
SO_09-09_AIDB_2,39,mid,SO,5,2017-09-09,Saturday,2,0,2,2,6,True,False,True,1,Alabama School for the Deaf,AIDB,1,False,True,regular,,,W,"25-13,25-9,25-10",3,3-0,3,away,False,75,32,0.402,False,False,True,True,True,,,False,False,False,False,3,0,False,True,False,3,10.0,3.3,62.5,16.0,1.0,0.562,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,7.0,1.0,2.3,9.0,3.0,47.4,19,1,94.7,0,https://www.maxpreps.com/games/09-09-2017/volleyball-17/alabama-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=Ed5SCbZmm0yep11pUl3Caw#tab=box-score&schoolid=
SO_09-12_WCA_1,40,mid,SO,6,2017-09-12,Tuesday,3,3,1,1,3,False,,,1,Washington Christian Academy,WCA,1,False,False,conference,,,W,"25-8,25-11,25-12",3,3-0,3,away,False,75,31,0.415,False,False,True,True,True,,,False,False,False,False,4,0,False,True,False,3,3.0,1.0,37.5,8.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,8.0,1.0,2.7,1.0,0.3,14.3,7,1,85.7,0,https://www.maxpreps.com/games/09-12-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=mujWv8l3TkaJ3JtoMOy_Eg#tab=box-score&schoolid=
SO_09-14_MCLEAN_1,41,mid,SO,7,2017-09-14,Thursday,3,2,1,1,3,False,,,1,McLean,MCLEAN,1,False,False,conference,,,W,"25-8,25-10,25-12",3,3-0,3,home,False,75,30,0.429,False,False,True,True,True,total_blocks,total_blocks,True,False,False,False,5,0,False,True,False,3,17.0,5.7,89.5,19.0,1.0,0.842,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,1.0,9.0,0.0,3.0,1.0,0.3,20.0,5,1,80.0,0,https://www.maxpreps.com/games/09-14-2017/volleyball-17/mclean-vs-model-secondary-school-for-the-deaf.htm?c=a9ksnSw3I025jlIEVO8hMw#tab=box-score&schoolid=
SO_09-16_FRIENDS_1,42,mid,SO,8,2017-09-16,Saturday,3,2,1,1,3,False,,,1,Friends,FRIENDS,1,False,False,regular,,,W,"25-15,25-17,25-8",3,3-0,3,home,False,75,40,0.304,False,False,True,True,True,assists,assists,True,False,False,False,6,0,False,True,False,3,11.0,3.7,35.5,31.0,2.0,0.29,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3,10.0,1.0,3.3,3.0,1.0,30.0,10,1,90.0,0,https://www.maxpreps.com/games/09-16-2017/volleyball-17/friends-vs-model-secondary-school-for-the-deaf.htm?c=sOtrffr4_kOXt-grb9UdRA#tab=box-score&schoolid=
SO_09-18_BHA_1,,,SO,9,2017-09-18,Monday,3,2,1,1,3,False,,,1,Berman Hebrew Academy,BHA,1,False,False,sick,,,W,"25-10,25-6,25-9",3,3-0,3,home,False,75,25,0.5,False,False,False,False,True,,,False,False,False,False,7,0,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.maxpreps.com/games/09-18-2017/volleyball-17/berman-hebrew-academy-vs-model-secondary-school-for-the-deaf.htm?c=p1PM8dzkQkagnlgqSuigBA#tab=box-score&schoolid=
SO_09-19_BOHS_1,43,mid,SO,10,2017-09-19,Tuesday,4,1,1,1,3,False,,,1,Bishop O'Connell,BOHS,1,False,False,regular,,,L,"23-25,12-25,16-25",3,0-3,-3,away,False,51,75,-0.19,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,3,3.0,1.0,16.7,18.0,6.0,-0.167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,3.3,23.0,3.0,7.7,0.0,0.0,0.0,7,1,85.7,0,https://www.maxpreps.com/games/09-19-2017/volleyball-17/bishop-oconnell-vs-model-secondary-school-for-the-deaf.htm?c=uXQAlUqtb0ycWUXwSNnzlw#tab=box-score&schoolid=
SO_09-21_GCA_1,44,mid,SO,11,2017-09-21,Thursday,4,2,1,1,3,False,,,1,Grace Christian Academy,GCA,1,False,False,regular,,,W,"25-20,25-16,25-11",3,3-0,3,away,False,75,47,0.23,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,8.0,2.7,66.7,12.0,0.0,0.667,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.3,20.0,2.0,6.7,2.0,0.7,14.3,14,1,92.9,0,https://www.maxpreps.com/games/09-21-2017/volleyball-17/grace-christian-academy-vs-model-secondary-school-for-the-deaf.htm?c=6iQcV7vUBku93iL_EBh5cg#tab=box-score&schoolid=
SO_09-23_SIDWELL_1,47,mid,SO,12,2017-09-23,Saturday,4,2,1,4,10,True,True,False,1,Sidwell Friends,SIDWELL,1,False,False,regular,Model Invitational 2017,,L,"25-14,21-25,15-13",3,1-2,-1,home,False,61,52,0.08,False,True,True,True,True,,,False,False,True,False,0,1,False,False,True,3,4.0,1.3,25.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,10.0,2.0,3.3,0.0,0.0,0.0,4,1,75.0,0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-sidwell-friends.htm?c=RHS_XupWN0aw0EUBp_7UvQ#tab=box-score&schoolid=
SO_09-23_KAA_2,48,mid,SO,13,2017-09-23,Saturday,4,0,2,4,10,True,False,False,1,King Abdullah Academy,KAA,1,False,False,regular,Model Invitational 2017,,W,"25-22,16-25,15-12",3,2-1,1,home,False,56,59,-0.026,False,False,True,True,True,,,False,False,False,False,1,0,False,False,True,3,8.0,2.7,23.5,34.0,6.0,0.059,1.0,0.3,0.0,0.0,0.0,1.0,1.0,0.3,1.0,15.0,0.0,5.0,12.0,1.0,4.0,2.0,0.7,22.2,9,1,88.9,0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=98zdz76AtE2OsGyZS2GxxA
SO_09-23_HAYNES_3,46,mid,SO,14,2017-09-23,Saturday,4,0,3,4,10,True,False,False,1,E.L. Haynes,HAYNES,1,False,False,regular,Model Invitational 2017,,W,"25-7,25-14",2,2-0,2,home,False,50,21,0.408,False,False,True,True,True,,,False,False,False,False,2,0,False,True,False,2,4.0,2.0,23.5,17.0,2.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.5,14.0,1.0,7.0,1.0,0.5,16.7,6,1,83.3,0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/el-haynes-vs-model-secondary-school-for-the-deaf.htm?c=cynbtw0G0UG9n-coKiZarQ
SO_09-23_WILSON_4,45,mid,SO,15,2017-09-23,Saturday,4,0,4,4,10,True,False,True,1,Woodrow Wilson,WILSON,1,False,False,regular,Model Invitational 2017,,L,"8-25,19-25",2,0-2,-2,home,False,27,50,-0.299,False,False,True,True,True,,,False,False,False,True,0,1,True,False,False,2,5.0,2.5,55.6,9.0,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,5.5,7.0,0.0,3.5,2.0,1.0,22.2,9,0,100.0,0,https://www.maxpreps.com/games/09-23-2017/volleyball-17/jackson-reed-vs-model-secondary-school-for-the-deaf.htm?c=x_o0b4vbv0qqMUYXQm1IBw
SO_09-26_CL_1,49,mid,SO,16,2017-09-26,Tuesday,5,3,1,1,4,False,,,1,Covenant Life,CL,1,False,False,regular,,,L,"25-20,21-25,18-25,5-25",4,1-3,-2,away,False,69,95,-0.159,False,False,True,False,True,digs,,False,False,False,False,0,2,False,False,False,3,15.0,5.0,30.0,50.0,7.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3,0.0,26.0,0.0,8.7,24.0,6.0,8.0,1.0,0.3,11.1,9,2,77.8,0,https://www.maxpreps.com/games/09-26-2017/volleyball-17/covenant-life-vs-model-secondary-school-for-the-deaf.htm?c=MH9f-mHZHUO8KB0Yr88X_Q
SO_09-28_SJDS_1,50,mid,SO,17,2017-09-28,Thursday,5,2,1,1,3,False,,,1,Smith Jewish Day School,SJDS,1,False,False,conference,,,W,"25-11,25-9,25-18",3,3-0,3,away,False,75,38,0.327,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,13.0,4.3,59.1,22.0,4.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.7,8.0,0.0,2.7,3.0,1.0,23.1,13,1,92.3,0,https://www.maxpreps.com/games/09-28-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-smith-jewish-day-school.htm?c=dlMsvqtOiU2j73ldjH2LDA
SO_10-03_WIS_1,51,mid,SO,18,2017-10-03,Tuesday,6,5,1,1,4,False,,,1,Washington International,WIS,1,False,False,conference,,,L,"27-29,25-21,16-25,24-26",4,1-3,-2,away,False,92,101,-0.047,False,True,True,True,True,kills,kills,True,False,False,False,0,1,False,False,False,4,21.0,5.3,35.6,59.0,4.0,0.288,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,27.0,3.0,6.8,3.0,0.8,20.0,15,2,86.7,0,https://www.maxpreps.com/games/10-03-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-international.htm?c=jrstwNpaT0GWB17JC1LkMQ
SO_10-06_TSD_1,53,mid,SO,19,2017-10-06,Friday,6,3,1,4,10,True,True,False,1,Texas School for the Deaf,TSD,1,False,True,regular,SpikeOut 2017 @ Maryland,,L,"13-25,10-25",2,0-2,-2,neutral,False,23,50,-0.37,False,False,True,False,True,,,False,False,False,False,0,2,True,False,False,3,8.0,2.7,30.8,26.0,4.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,4.7,11.0,0.0,3.7,0.0,0.0,0.0,10,1,90.0,0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-texas-school-for-the-deaf.htm?c=gxcwFT9oGkmglyPAEnMJeQ
SO_10-06_MSD_2,54,mid,SO,20,2017-10-06,Friday,6,0,2,4,10,True,False,False,1,Maryland School for the Deaf,MSD,1,False,True,regular,SpikeOut 2017 @ Maryland,,L,"21-25,19-25",2,0-2,-2,neutral,False,40,50,-0.111,False,False,True,False,True,,,False,False,False,False,0,3,True,False,False,3,9.0,3.0,40.9,22.0,3.0,0.273,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,15.0,3.0,5.0,0.0,0.0,0.0,7,0,100.0,0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/maryland-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=Mf8qEjwq6k-qnIN5HvixWw
SO_10-06_CSDR_3,55,mid,SO,21,2017-10-06,Friday,6,0,3,4,10,True,False,False,1,California School for the Deaf-Riverside,CSDR,1,False,True,regular,SpikeOut 2017 @ Maryland,,W,"20-25,25-20,15-7",3,2-1,1,neutral,True,60,52,0.071,False,False,True,False,True,,,False,False,False,False,1,0,False,False,True,2,2.0,1.0,9.5,21.0,6.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,11.0,0.0,5.5,0.0,0.0,0.0,2,0,100.0,0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=00ZR6rrHq0Kljg4epxysZQ
SO_10-06_CSDF_4,52,mid,SO,22,2017-10-06,Friday,6,0,4,4,10,True,False,True,1,California School for the Deaf,CSDF,1,False,True,regular,SpikeOut 2017 @ Maryland,,L,"25-19,25-20,9-15",3,1-2,-1,neutral,False,59,54,0.044,False,True,True,False,True,,,False,False,False,False,0,1,False,False,True,2,2.0,1.0,13.3,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.5,15.0,1.0,7.5,2.0,1.0,28.6,7,1,85.7,0,https://www.maxpreps.com/games/10-06-2017/volleyball-17/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=bdN5cNz-DU6SN0Ncuha9aA
SO_10-07_CSDR_1,57,mid,SO,23,2017-10-07,Saturday,6,1,1,3,8,True,True,False,1,California School for the Deaf-Riverside,CSDR,2,True,True,regular,SpikeOut 2017 @ Maryland,,L,"25-20,19-25,9-15",3,1-2,-1,neutral,False,53,60,-0.062,False,True,True,True,True,,,False,False,False,False,0,2,False,False,True,3,6.0,2.0,17.6,34.0,8.0,-0.059,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,15.0,0.0,5.0,13.0,2.0,4.3,0.0,0.0,0.0,11,2,81.8,0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/california-school-for-the-deaf-riverside-vs-model-secondary-school-for-the-deaf.htm?c=paUazO1QJkO9ZedkCKvkeg#tab=box-score&schoolid=
SO_10-07_ISD_2,58,mid,SO,24,2017-10-07,Saturday,6,0,2,3,8,True,False,False,1,Indiana School for the Deaf,ISD,1,False,True,regular,SpikeOut 2017 @ Maryland,,L,"14-25,17-25",2,0-2,-2,neutral,False,31,50,-0.235,False,False,True,True,True,,,False,False,False,False,0,3,True,False,False,2,5.0,2.5,22.7,22.0,4.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,3.5,13.0,2.0,6.5,1.0,0.5,14.3,7,1,85.7,0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/indiana-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=BX9GBKTUVU6seVpehhWDvw#tab=box-score&schoolid=
SO_10-07_CSDF_3,56,mid,SO,25,2017-10-07,Saturday,6,0,3,3,8,True,False,True,1,California School for the Deaf,CSDF,2,True,True,regular,SpikeOut 2017 @ Maryland,,L,"17-25,25-21,10-15",3,1-2,-1,neutral,False,52,61,-0.08,False,True,True,True,True,,,False,False,False,False,0,4,False,False,True,3,6.0,2.0,26.1,23.0,3.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,11.0,3.0,3.7,1.0,0.3,9.1,11,2,81.8,0,https://www.maxpreps.com/games/10-07-2017/volleyball-17/california-school-for-the-deaf-vs-model-secondary-school-for-the-deaf.htm?c=CIFqlGLbYUSJTqp2kWgLpQ#tab=box-score&schoolid=
SO_10-10_BURKE_1,59,mid,SO,26,2017-10-10,Tuesday,7,3,1,1,3,False,,,1,Burke,BURKE,1,False,False,conference,,,W,"25-13,25-13,26-24",3,3-0,3,home,False,76,50,0.206,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,4.0,1.3,23.5,17.0,3.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,3.7,10.0,1.0,3.3,3.0,1.0,33.3,9,0,100.0,0,https://www.maxpreps.com/games/10-10-2017/volleyball-17/burke-vs-model-secondary-school-for-the-deaf.htm?c=qRN855amgEGJuhLVyPzHdg#tab=box-score&schoolid=
SO_10-12_CGC_1,60,mid,SO,27,2017-10-12,Thursday,7,2,1,1,3,False,,,1,Clinton Grace Christian,CGC,1,False,False,regular,,,W,"25-8,26-24,25-16",3,3-0,3,away,False,76,48,0.226,False,False,True,False,True,,,False,False,False,True,2,0,False,True,False,1,2.0,2.0,66.7,3.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,5.0,5.0,55.6,9,0,100.0,0,https://www.maxpreps.com/games/10-12-2017/volleyball-17/clinton-grace-christian-vs-model-secondary-school-for-the-deaf.htm?c=y9w5ED6PvUiDFWFn1eR4IQ#tab=box-score&schoolid=
SO_10-14_BELL_1,61,mid,SO,28,2017-10-14,Saturday,7,2,1,1,3,False,,,1,Bell,BELL,1,False,False,regular,,,W,"25-8,25-18,25-15",3,3-0,3,home,False,75,41,0.293,False,False,True,True,True,,,False,False,False,True,3,0,False,True,False,3,5.0,1.7,38.5,13.0,1.0,0.308,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,5.0,0.0,1.7,6.0,2.0,50.0,12,1,91.7,0,https://www.maxpreps.com/games/10-14-2017/volleyball-17/bell-vs-model-secondary-school-for-the-deaf.htm?c=c9OwnbMPjUCLQC3kcrOvDQ#tab=box-score&schoolid=
SO_10-17_FIELD_1,62,mid,SO,29,2017-10-17,Tuesday,8,3,1,1,3,False,,,1,Field,FIELD,1,False,False,conference,,,W,"25-4,25-18,25-15",3,3-0,3,home,False,75,37,0.339,False,False,True,True,True,aces,,False,False,False,True,4,0,False,True,False,3,7.0,2.3,38.9,18.0,2.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.3,12.0,0.0,4.0,12.0,4.0,57.1,21,0,100.0,0,https://www.maxpreps.com/games/10-17-2017/volleyball-17/field-vs-model-secondary-school-for-the-deaf.htm?c=8w7Gs_HmcUyUJ_S9f3kqHw#tab=box-score&schoolid=
SO_10-18_BIHS_1,63,mid,SO,30,2017-10-18,Wednesday,8,1,1,1,3,False,,,1,Bishop Ireton,BIHS,1,False,False,regular,,,L,"13-25,9-25,24-26",3,0-3,-3,away,False,46,76,-0.246,False,False,True,True,True,,,False,False,False,False,0,1,True,False,False,3,9.0,3.0,29.0,31.0,4.0,0.161,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.0,6.0,0.0,2.0,14.0,2.0,4.7,0.0,0.0,0.0,5,1,80.0,0,https://www.maxpreps.com/games/10-18-2017/volleyball-17/bishop-ireton-vs-model-secondary-school-for-the-deaf.htm?c=ewkFjQ4ws0izvro7VJS3Mw#tab=box-score&schoolid=
SO_10-20_KAA_1,64,mid,SO,31,2017-10-20,Friday,8,2,1,1,3,False,,,1,King Abdullah Academy,KAA,2,True,False,regular,,,L,"15-25,12-25,14-25",3,0-3,-3,away,False,41,75,-0.293,False,False,True,True,True,,,False,False,False,False,0,2,True,False,False,3,3.0,1.0,9.4,32.0,7.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,5.0,25.0,1.0,8.3,1.0,0.3,16.7,6,1,83.3,0,https://www.maxpreps.com/games/10-20-2017/volleyball-17/king-abdullah-academy-vs-model-secondary-school-for-the-deaf.htm?c=TKdaUiuchkKoNHv-qxDIgw#tab=box-score&schoolid=
SO_10-23_WCA_1,65,mid,SO,32,2017-10-23,Monday,8,3,1,1,3,False,,,1,Washington Christian Academy,WCA,2,True,False,playoff,PVAC Tournament Quarterfinals,,W,"25-13,25-12,25-16",3,3-0,3,home,False,75,41,0.293,False,False,True,True,True,,,False,False,False,False,1,0,False,True,False,3,13.0,4.3,54.2,24.0,3.0,0.417,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.3,17.0,3.0,5.7,3.0,1.0,23.1,13,0,100.0,0,https://www.maxpreps.com/games/10-23-2017/volleyball-17/model-secondary-school-for-the-deaf-vs-washington-christian-academy.htm?c=TqhVQMTbjkSmgW_8cVZouA#tab=box-score&schoolid=
